,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21
2005-07-08 10:00:00,19.275,175.443,189.303,480.0,7.207,182.65,189.303,3.23,64.764,39.017,115.474,132.693,19.958,26.863,73.397,31.609,37.902,208.325,81.325,89.642,2167.38
2005-07-08 11:00:00,20.297,183.276,197.756,468.0,7.829,191.106,197.756,3.352,65.1,39.371,120.888,143.564,20.551,27.873,75.262,30.992,37.564,215.612,85.875,93.31,2225.3340000000003
2005-07-08 12:00:00,21.317,184.257,198.814,457.0,8.332,192.589,198.814,3.413,65.1,39.303,122.219,146.695,20.734,27.388,77.587,29.271,37.31,220.161,90.363,95.322,2235.989
2005-07-08 13:00:00,22.038,184.071,198.613,455.0,8.44,192.511,198.613,3.573,64.323,38.133,118.561,142.099,19.72,25.267,76.717,27.532,37.452,223.572,89.649,93.442,2219.326
2005-07-08 14:00:00,23.047,185.772,200.448,477.0,8.755,194.527,200.448,3.741,55.524,36.401,114.898,135.913,18.363,24.476,76.328,28.709,36.182,230.891,88.648,91.876,2231.947000000001
2005-07-08 15:00:00,24.291,188.284,203.158,500.0,9.289,197.573,203.158,3.847,70.119,35.544,113.384,129.501,18.833,25.745,78.765,31.273,39.221,243.128,93.27,93.968,2302.351
2005-07-08 16:00:00,25.748,189.275,204.229,522.0,9.869,199.144,204.229,4.076,76.503,35.955,113.958,128.828,18.781,26.027,77.501,33.286,40.217,248.056,92.93,93.404,2344.016
2005-07-08 17:00:00,26.628,193.151,208.41,566.0,10.54,203.691,208.41,4.3,77.91,36.715,117.929,133.051,19.415,27.662,78.234,35.996,41.074,258.843,96.259,96.996,2441.214
2005-07-08 18:00:00,26.112,193.476,208.761,564.0,10.96,204.436,208.761,4.275,78.288,37.003,120.206,134.341,21.801,30.914,83.919,38.449,42.209,276.575,105.928,103.531,2493.945
2005-07-08 19:00:00,24.642,186.363,201.087,561.0,10.433,196.796,201.087,4.107,78.309,36.114,117.288,132.194,22.029,30.285,83.35,38.186,41.594,273.38,105.26,101.449,2444.9530000000004
2005-07-08 20:00:00,22.878,182.391,196.801,564.0,9.899,192.29,196.801,3.957,78.414,34.383,112.417,129.228,21.372,28.21,80.278,36.122,39.908,261.069,99.489,96.117,2386.0240000000003
2005-07-08 21:00:00,22.156,179.313,193.48,554.0,9.745,189.058,193.48,3.892,77.931,33.834,111.417,131.926,21.651,27.354,79.937,35.902,39.229,257.136,97.33,95.911,2354.682
2005-07-08 22:00:00,19.986,163.786,176.726,514.0,8.62,172.406,176.726,3.53,65.352,31.063,103.498,123.715,19.935,24.158,72.406,32.061,36.408,229.921,87.012,88.026,2149.335
2005-07-08 23:00:00,16.746,149.657,161.481,428.0,7.264,156.921,161.481,2.996,64.638,27.764,91.73,107.654,17.139,20.409,63.179,26.834,32.026,198.203,74.105,77.022,1885.249
2005-07-09 00:00:00,13.939,133.475,144.02,364.0,5.977,139.452,144.02,2.587,64.743,24.987,80.532,91.494,14.618,17.133,55.624,23.441,28.544,170.079,63.217,68.142,1650.024
2005-07-09 01:00:00,12.321,128.681,138.848,334.0,5.213,133.895,138.848,2.363,64.491,22.745,73.105,81.234,13.248,15.116,50.807,20.954,25.987,151.87,56.225,62.768,1532.719
2005-07-09 02:00:00,11.337,123.121,132.847,317.0,4.716,127.836,132.847,2.189,65.331,21.345,68.408,75.139,12.5,13.862,47.24,19.574,24.484,139.776,51.316,58.572,1449.44
2005-07-09 03:00:00,10.731,120.105,129.594,300.0,4.468,124.573,129.594,2.116,65.373,20.41,65.925,72.075,12.142,13.145,45.772,18.618,23.519,133.002,48.681,57.135,1396.978
2005-07-09 04:00:00,10.49,118.426,127.782,303.0,4.317,122.743,127.782,2.216,65.121,20.2,65.014,71.053,12.129,12.764,45.131,18.252,22.728,130.761,47.667,57.562,1385.1379999999997
2005-07-09 05:00:00,10.651,120.471,129.989,326.0,4.364,124.836,129.989,2.379,64.68,20.157,66.008,72.323,12.621,12.789,45.273,18.377,23.544,133.068,48.426,59.71,1425.6550000000002
2005-07-09 06:00:00,11.465,122.694,132.387,380.0,4.777,127.471,132.387,2.607,64.701,20.656,68.872,76.783,13.732,13.291,47.245,19.414,24.146,138.321,50.94,62.601,1514.4899999999998
2005-07-09 07:00:00,13.217,132.714,143.198,434.0,5.832,138.546,143.198,2.91,64.596,22.723,79.467,90.788,15.342,15.775,52.122,23.192,26.437,159.475,57.879,69.33,1690.7409999999995
2005-07-09 08:00:00,15.381,148.126,159.828,497.0,6.914,155.04,159.828,3.353,64.092,25.927,96.295,113.447,17.09,19.419,60.117,27.642,29.966,186.867,69.285,77.276,1932.893
2005-07-09 09:00:00,17.94,161.344,174.091,520.0,7.944,169.289,174.091,3.827,64.512,29.435,111.861,137.699,18.38,23.064,69.599,32.565,33.63,213.95,82.218,84.576,2130.0150000000003
2005-07-09 10:00:00,20.591,173.53,187.24,568.0,8.948,182.478,187.24,4.211,64.617,31.811,123.875,157.565,19.37,26.429,77.622,36.747,36.132,244.171,93.539,89.826,2333.9420000000005
2005-07-09 11:00:00,22.551,183.148,197.618,516.0,9.886,193.035,197.618,4.472,64.659,33.571,133.474,173.831,19.948,29.686,84.621,39.969,39.25,267.501,104.121,93.718,2408.677
2005-07-09 12:00:00,24.476,186.983,201.755,535.0,10.685,197.668,201.755,4.73,64.47,35.092,140.476,186.965,21.031,32.196,90.907,42.69,41.636,285.847,113.138,96.706,2514.206
2005-07-09 13:00:00,26.155,192.747,207.974,552.0,11.258,204.005,207.974,4.815,76.881,36.33,147.368,199.163,20.77,32.695,91.115,43.344,43.169,288.333,114.307,96.155,2596.558
2005-07-09 14:00:00,27.954,195.462,210.904,542.0,11.8,207.262,210.904,4.924,78.309,37.128,152.753,209.391,18.729,31.41,87.207,43.319,42.625,281.073,109.12,91.88,2594.154
2005-07-09 15:00:00,29.063,199.004,214.725,542.0,12.249,211.252,214.725,4.988,78.582,37.801,157.316,217.847,19.682,32.842,88.708,44.779,43.708,289.995,112.085,95.202,2646.553
2005-07-09 16:00:00,30.054,202.746,218.763,569.0,12.559,215.305,218.763,5.065,78.75,38.5,162.916,225.313,20.625,33.37,90.696,46.109,44.01,296.744,113.682,97.381,2720.351
2005-07-09 17:00:00,30.452,203.177,219.229,569.0,12.868,216.045,219.229,5.081,79.506,39.354,166.063,229.832,21.205,33.652,90.31,46.696,43.784,297.292,114.355,98.979,2736.109
2005-07-09 18:00:00,29.373,198.768,214.472,571.0,12.769,211.537,214.472,4.77,79.863,38.079,162.291,223.638,23.641,35.57,95.307,47.17,44.295,305.668,120.413,104.133,2737.2290000000003
2005-07-09 19:00:00,27.573,193.568,208.86,560.0,12.035,205.602,208.86,4.454,79.359,35.743,150.975,207.435,23.563,34.877,93.24,45.968,42.758,301.596,117.571,101.675,2655.712
2005-07-09 20:00:00,25.998,182.077,196.462,534.0,11.167,193.244,196.462,4.272,79.443,33.838,140.108,188.489,22.294,32.564,88.271,43.074,40.777,284.235,111.048,95.168,2502.9910000000004
2005-07-09 21:00:00,25.296,179.284,193.447,588.0,10.849,190.132,193.447,4.063,79.002,32.712,134.163,179.16,22.059,30.897,86.137,41.626,39.452,275.566,109.065,94.511,2508.868
2005-07-09 22:00:00,22.548,164.139,177.107,504.0,9.581,173.72,177.107,3.682,66.801,30.304,121.367,160.087,20.193,26.998,78.075,36.981,35.676,245.009,97.343,86.591,2237.309
2005-07-09 23:00:00,18.861,146.465,158.036,429.0,7.844,154.308,158.036,3.125,64.827,27.111,105.954,136.648,17.021,23.117,68.125,31.208,30.971,209.129,83.882,75.384,1949.052
2005-07-10 00:00:00,15.827,135.052,145.721,359.0,6.47,141.522,145.721,2.649,65.205,24.381,91.992,115.463,14.815,19.681,60.546,26.294,27.303,178.55,72.479,66.382,1715.053
2005-07-10 01:00:00,13.887,125.246,135.141,329.0,5.601,130.847,135.141,2.379,65.268,22.584,81.679,100.034,13.418,17.378,55.851,23.141,25.262,157.767,64.621,61.283,1565.528
2005-07-10 02:00:00,12.852,119.628,129.079,313.0,5.026,124.654,129.079,2.252,65.415,21.372,75.854,90.201,12.576,15.913,52.451,21.098,23.933,143.811,58.908,58.243,1475.3449999999998
2005-07-10 03:00:00,12.041,115.266,124.373,310.0,4.61,119.876,124.373,2.186,66.507,20.983,72.327,84.263,12.241,15.004,50.205,19.525,22.98,135.524,55.413,56.133,1423.8300000000002
2005-07-10 04:00:00,11.751,115.108,124.202,311.0,4.416,119.524,124.202,2.195,66.738,20.478,70.402,81.034,12.17,14.443,48.993,18.949,22.648,131.197,53.754,55.764,1408.9679999999996
2005-07-10 05:00:00,11.761,114.451,123.493,304.0,4.367,118.819,123.493,2.321,68.166,20.509,69.561,80.351,12.356,14.203,48.497,18.568,22.549,129.48,53.252,56.833,1397.03
2005-07-10 06:00:00,12.003,115.785,124.932,341.0,4.701,120.486,124.932,2.401,66.759,20.779,70.827,82.918,13.021,14.402,47.861,19.174,23.169,131.889,53.876,59.192,1450.1070000000002
2005-07-10 07:00:00,14.038,127.63,137.713,403.0,5.771,133.401,137.713,2.775,68.754,23.003,82.505,100.886,14.878,17.113,54.515,22.834,26.415,153.998,63.063,66.173,1656.178
2005-07-10 08:00:00,17.414,145.072,156.532,505.0,7.212,152.283,156.532,3.36,71.085,27.073,103.104,130.724,17.393,21.643,65.778,29.585,31.122,190.269,78.031,76.459,1985.671
2005-07-10 09:00:00,20.58,159.725,172.344,564.0,8.661,168.386,172.344,3.877,78.288,30.561,120.394,159.288,19.448,26.048,75.717,35.986,35.545,225.419,92.361,84.29,2253.262
2005-07-10 10:00:00,23.069,172.717,186.362,546.0,9.71,182.427,186.362,4.083,63.21,32.879,134.178,181.634,20.163,29.469,82.892,39.699,38.429,252.778,102.873,89.649,2378.583
2005-07-10 11:00:00,24.864,181.054,195.357,538.0,10.538,191.592,195.357,4.352,63.147,32.179,143.359,196.843,21.225,32.492,88.459,42.749,40.615,275.663,110.993,95.459,2484.297
2005-07-10 12:00:00,26.451,190.691,205.757,528.0,11.296,201.987,205.757,4.587,63.567,31.646,150.629,209.113,21.306,33.813,90.652,43.869,41.987,288.514,114.903,97.872,2562.397
2005-07-10 13:00:00,28.191,195.476,210.92,532.0,12.017,207.494,210.92,4.891,67.704,34.484,156.819,219.087,22.477,35.672,94.891,46.04,44.057,303.804,121.998,101.982,2650.924
2005-07-10 14:00:00,29.217,198.927,214.643,554.0,12.531,211.458,214.643,5.004,77.385,36.761,161.656,227.834,20.504,33.395,88.931,45.893,44.966,299.329,116.096,98.462,2691.635
2005-07-10 15:00:00,29.955,203.648,219.737,528.0,12.967,216.615,219.737,5.116,77.595,37.086,167.112,237.078,20.844,32.671,90.52,46.699,46.436,307.418,118.582,101.451,2719.267
2005-07-10 16:00:00,30.57,209.192,225.719,535.0,13.556,222.748,225.719,5.292,77.952,37.608,171.508,245.625,21.508,32.595,91.922,47.371,46.727,313.881,120.06,105.103,2779.656
2005-07-10 17:00:00,30.556,213.843,230.738,566.0,13.699,227.543,230.738,5.35,80.997,37.432,174.057,249.215,21.768,32.566,90.58,47.407,46.549,316.0,120.86,107.236,2843.134
2005-07-10 18:00:00,29.812,210.343,226.961,572.0,13.537,223.88,226.961,5.21,83.79,36.988,171.233,242.746,23.979,34.319,94.827,47.652,47.509,325.635,127.238,111.94,2856.5600000000004
2005-07-10 19:00:00,28.497,203.774,219.873,575.0,13.113,216.888,219.873,4.883,83.916,35.495,160.72,224.795,24.545,33.967,94.452,46.211,46.831,318.555,126.23,109.549,2787.167
2005-07-10 20:00:00,27.187,196.783,212.329,588.0,12.219,209.002,212.329,4.526,83.412,33.428,147.713,201.935,23.93,32.747,91.947,43.19,45.246,303.598,121.762,104.986,2696.269
2005-07-10 21:00:00,26.211,193.189,208.452,603.0,11.898,205.087,208.452,4.433,83.748,32.464,140.134,189.58,24.025,31.2,89.741,40.818,44.15,290.578,117.243,103.354,2647.757
2005-07-10 22:00:00,23.151,177.211,191.21,534.0,9.905,187.116,191.21,3.777,84.042,29.089,121.602,163.132,21.255,27.191,80.224,34.795,39.653,249.109,101.387,92.713,2361.772000000001
2005-07-10 23:00:00,19.29,158.589,171.117,451.0,7.895,166.484,171.117,3.1,83.517,25.452,101.345,131.6,17.826,22.676,69.806,28.592,34.626,205.708,84.429,80.409,2034.578
2005-07-11 00:00:00,16.657,143.414,154.743,365.0,6.505,149.918,154.743,2.657,83.475,22.799,86.577,108.685,15.412,19.382,61.717,24.436,30.055,174.092,72.469,71.149,1763.8850000000002
2005-07-11 01:00:00,15.158,137.214,148.055,336.0,5.626,142.84,148.055,2.492,82.845,21.356,77.12,94.353,14.047,17.198,56.485,21.956,27.242,155.88,65.071,65.965,1634.958
2005-07-11 02:00:00,14.154,130.416,140.72,324.0,5.213,135.63,140.72,2.366,70.182,20.679,72.536,86.754,13.346,15.886,53.364,20.331,25.774,144.581,60.038,63.157,1539.8469999999998
2005-07-11 03:00:00,13.552,128.997,139.188,315.0,4.968,133.965,139.188,2.328,82.131,20.419,69.561,83.13,13.009,15.079,51.318,19.617,24.982,138.666,56.668,62.192,1513.958
2005-07-11 04:00:00,13.47,129.884,140.146,317.0,5.098,134.983,140.146,2.39,82.383,21.746,68.97,82.151,13.24,15.134,50.97,19.599,25.39,140.427,56.419,63.625,1523.171
2005-07-11 05:00:00,14.127,136.554,147.343,342.0,5.385,141.939,147.343,2.608,82.509,23.928,73.382,88.01,14.554,16.26,52.398,20.56,27.408,151.954,61.325,70.83,1620.417
2005-07-11 06:00:00,15.346,148.19,159.897,406.0,5.977,154.167,159.897,2.781,82.887,25.957,85.703,103.316,16.954,17.66,58.492,22.56,30.332,169.856,68.793,79.989,1814.7540000000004
2005-07-11 07:00:00,16.475,161.851,174.638,481.0,6.601,168.452,174.638,2.938,75.432,28.927,100.888,120.84,17.035,17.054,58.749,24.142,30.36,175.859,67.944,83.102,1986.925
2005-07-11 08:00:00,18.147,173.452,187.155,483.0,6.736,180.188,187.155,3.166,69.951,31.81,112.068,136.971,18.036,17.589,64.897,26.695,31.35,184.819,70.925,87.064,2091.174
2005-07-11 09:00:00,19.923,185.256,199.891,507.0,7.187,192.442,199.891,3.474,69.678,34.774,123.756,158.554,19.29,19.324,71.016,30.132,33.348,200.232,78.878,92.656,2246.702
2005-07-11 10:00:00,22.201,197.846,213.477,515.0,8.151,205.997,213.477,3.752,69.153,37.724,137.177,180.587,20.837,21.977,78.967,34.516,35.251,226.034,89.369,99.265,2410.758
2005-07-11 11:00:00,23.643,210.05,226.644,537.0,9.02,219.07,226.644,4.193,68.985,39.811,148.72,199.744,22.089,25.33,84.703,37.96,38.892,253.231,101.866,107.123,2584.7180000000003
2005-07-11 12:00:00,25.485,221.523,239.023,540.0,10.138,231.661,239.023,4.614,66.654,41.498,157.145,214.211,22.909,29.086,88.06,40.854,42.722,277.118,112.099,114.141,2717.9640000000004
2005-07-11 13:00:00,26.612,229.489,247.619,548.0,11.176,240.665,247.619,4.928,70.056,42.999,166.296,225.216,24.138,31.725,91.297,43.64,45.619,298.92,118.96,119.281,2834.255
2005-07-11 14:00:00,26.667,234.754,253.3,544.0,12.112,246.866,253.3,5.18,79.17,46.273,173.952,234.221,24.67,33.08,92.131,45.363,46.769,314.436,122.166,122.733,2911.143
2005-07-11 15:00:00,26.953,239.189,258.086,557.0,12.912,252.101,258.086,5.338,47.481,54.884,179.314,243.113,23.299,31.651,84.735,45.599,46.637,313.385,116.916,119.203,2915.882
2005-07-11 16:00:00,27.425,241.333,260.398,590.0,13.054,254.386,260.398,5.476,23.646,40.809,171.459,246.449,23.765,29.953,85.839,45.979,47.127,306.163,117.007,119.619,2910.2850000000003
2005-07-11 17:00:00,28.397,243.019,262.218,637.0,13.852,256.871,262.218,5.598,23.73,31.413,174.315,244.13,25.352,32.976,89.169,48.139,48.305,320.607,124.889,126.684,2998.882
2005-07-11 18:00:00,28.7,239.963,258.92,621.0,15.353,255.316,258.92,5.654,32.529,43.05,182.087,246.348,26.47,36.48,94.222,49.012,49.396,362.478,131.626,132.542,3070.0660000000003
2005-07-11 19:00:00,27.862,230.093,248.27,576.0,14.444,244.537,248.27,5.639,77.091,43.726,177.752,245.43,26.365,36.773,89.708,46.627,48.185,344.742,126.407,125.86,2983.781000000001
2005-07-11 20:00:00,26.931,225.334,243.135,617.0,14.12,239.453,243.135,5.271,80.178,42.564,167.429,223.806,24.928,34.96,87.228,44.61,46.515,333.612,121.88,121.858,2943.947
2005-07-11 21:00:00,26.596,220.791,238.233,613.0,13.424,234.214,238.233,5.159,81.249,41.49,159.165,210.203,24.622,33.592,85.713,42.663,46.083,318.866,116.569,120.089,2869.954
2005-07-11 22:00:00,23.358,200.782,216.644,578.0,11.507,212.289,216.644,4.538,82.383,37.714,141.281,180.849,21.688,28.742,75.896,36.526,41.764,274.959,99.861,106.871,2592.296
2005-07-11 23:00:00,19.658,179.537,193.72,465.0,9.302,188.839,193.72,3.803,81.837,33.284,120.382,149.898,17.688,23.761,65.297,30.814,37.124,233.675,82.305,92.317,2221.961
2005-07-12 00:00:00,17.145,165.514,178.59,383.0,7.826,173.34,178.59,3.235,81.627,29.727,104.08,126.079,16.232,21.571,61.859,28.299,33.972,209.742,74.815,84.906,1980.149
2005-07-12 01:00:00,15.906,154.628,166.844,362.0,7.009,161.637,166.844,2.999,81.606,27.677,95.45,111.318,14.858,19.24,57.856,25.752,31.175,189.348,67.506,78.242,1837.895
2005-07-12 02:00:00,14.839,149.644,161.467,346.0,6.467,156.111,161.467,2.833,81.438,26.199,89.973,102.845,14.128,17.8,55.042,23.981,29.387,178.264,62.591,74.143,1754.619
2005-07-12 03:00:00,14.379,147.38,159.023,340.0,6.073,153.453,159.023,2.743,80.955,25.918,86.162,96.934,13.733,17.003,53.313,22.915,28.736,170.808,59.663,71.746,1709.9600000000005
2005-07-12 04:00:00,14.172,146.461,158.032,343.0,6.135,152.596,158.032,2.83,81.543,25.935,84.795,95.055,14.016,16.794,53.379,22.332,28.924,168.569,59.643,72.527,1704.77
2005-07-12 05:00:00,15.033,152.84,164.914,377.0,6.429,159.269,164.914,3.053,82.236,28.235,88.332,99.909,15.454,17.979,56.621,22.826,30.617,178.496,64.72,77.63,1806.507
2005-07-12 06:00:00,16.807,162.072,174.877,436.0,7.07,169.143,174.877,3.165,81.459,30.257,99.1,113.891,17.989,19.753,63.016,24.981,33.146,195.769,73.357,85.978,1982.707
2005-07-12 07:00:00,18.396,177.988,192.05,488.0,7.814,185.802,192.05,3.421,83.097,33.439,114.606,131.758,18.155,19.87,63.684,27.112,34.147,207.201,74.486,90.277,2163.353
2005-07-12 08:00:00,19.436,190.577,205.633,532.0,8.36,198.937,205.633,3.746,82.173,36.142,127.746,149.561,18.308,22.066,63.328,30.688,36.967,227.195,76.992,94.924,2330.4120000000003
2005-07-12 09:00:00,20.642,201.065,216.949,500.0,9.269,210.334,216.949,3.968,81.879,38.751,140.974,173.418,19.089,25.038,66.651,34.754,39.845,249.94,83.377,99.672,2432.564
2005-07-12 10:00:00,22.111,216.709,233.829,496.0,10.31,227.019,233.829,4.354,81.984,41.702,154.947,197.583,20.203,27.921,71.98,39.128,42.812,279.116,90.809,106.136,2598.482
2005-07-12 11:00:00,23.38,229.169,247.274,497.0,11.353,240.522,247.274,4.839,81.627,43.65,167.579,218.069,20.976,30.624,77.529,42.794,44.707,304.397,98.442,111.694,2742.899
2005-07-12 12:00:00,25.29,238.79,257.654,506.0,12.143,250.933,257.654,5.157,82.362,45.234,177.027,234.893,22.018,32.464,82.774,45.557,46.927,324.115,105.344,115.021,2867.3570000000004
2005-07-12 13:00:00,27.736,244.491,263.807,473.0,12.759,257.25,263.807,5.427,78.582,49.396,185.811,248.145,22.785,33.593,88.419,46.974,47.943,339.293,110.654,116.213,2916.0850000000005
2005-07-12 14:00:00,29.271,249.678,269.403,478.0,13.208,262.886,269.403,5.469,24.129,57.425,188.616,256.918,23.901,34.259,92.305,46.999,48.446,338.746,113.637,116.266,2918.965
2005-07-12 15:00:00,30.147,251.929,271.831,496.0,13.057,264.985,271.831,5.138,22.659,41.929,179.07,253.645,22.736,28.733,85.38,44.996,45.947,321.842,103.099,108.486,2863.44
2005-07-12 16:00:00,29.835,250.653,270.455,560.0,13.143,263.796,270.455,5.137,19.74,32.45,179.134,251.36,22.441,29.566,86.884,42.473,45.481,326.785,108.651,114.272,2922.711
2005-07-12 17:00:00,30.758,248.352,267.972,593.0,13.417,261.769,267.972,5.279,20.517,44.692,182.092,257.1,23.18,34.664,91.193,42.232,47.439,332.711,120.688,121.737,3006.764
2005-07-12 18:00:00,31.423,241.919,261.031,571.0,15.096,257.015,261.031,5.52,57.12,44.762,186.92,260.572,24.964,37.693,97.083,43.207,47.851,374.172,126.655,129.449,3074.4830000000006
2005-07-12 19:00:00,30.675,235.034,253.603,586.0,13.994,249.028,253.603,5.263,83.643,42.924,183.342,242.496,23.804,36.195,92.968,41.263,45.217,349.19,120.76,121.677,3010.6790000000005
2005-07-12 20:00:00,28.98,230.877,249.116,564.0,13.69,244.567,249.116,5.031,83.622,41.597,175.396,226.825,23.18,34.649,90.629,40.298,43.704,340.22,113.744,117.886,2917.1270000000004
2005-07-12 21:00:00,28.01,224.2,241.912,608.0,13.091,237.291,241.912,4.686,84.672,40.52,168.474,216.854,23.485,32.962,89.803,38.912,42.974,327.454,110.225,115.501,2890.938000000001
2005-07-12 22:00:00,24.637,205.542,221.781,545.0,11.132,216.674,221.781,4.126,84.063,37.265,151.18,191.636,20.543,28.78,80.131,34.185,39.477,284.925,97.259,103.275,2603.3920000000003
2005-07-12 23:00:00,20.858,187.081,201.86,444.0,9.327,196.408,201.86,3.507,83.727,33.259,131.245,162.898,16.887,24.448,69.658,29.27,35.276,244.742,81.528,88.541,2266.38
2005-07-13 00:00:00,17.695,172.227,185.833,385.0,7.982,180.209,185.833,3.01,83.412,29.901,116.393,139.948,15.731,22.493,65.067,24.822,32.836,220.366,74.776,82.135,2045.669
2005-07-13 01:00:00,16.287,162.901,175.771,365.0,7.152,170.053,175.771,2.75,83.118,27.723,107.63,127.81,14.353,20.615,60.379,22.225,31.064,202.006,67.546,76.318,1916.472
2005-07-13 02:00:00,15.199,156.857,169.248,339.0,6.626,163.483,169.248,2.65,82.992,25.202,102.155,120.213,13.665,19.377,56.723,20.786,29.342,188.789,62.683,71.309,1815.547
2005-07-13 03:00:00,14.356,154.74,166.965,338.0,6.387,161.127,166.965,2.628,83.139,24.125,99.388,115.931,13.311,18.552,54.679,20.159,28.608,180.442,59.636,69.865,1779.003
2005-07-13 04:00:00,14.38,154.626,166.842,342.0,6.492,161.118,166.842,2.661,84.357,24.177,98.517,114.825,13.547,18.346,54.166,20.038,28.867,179.357,59.698,71.212,1782.068
2005-07-13 05:00:00,15.254,162.076,174.881,357.0,6.768,168.844,174.881,2.962,84.567,26.3,102.184,121.895,15.152,19.587,56.339,21.112,30.978,189.092,65.285,77.398,1872.5550000000003
2005-07-13 06:00:00,16.8,172.155,185.755,406.0,7.393,179.548,185.755,3.135,84.693,28.036,112.285,135.348,17.843,20.841,62.429,25.581,32.82,204.409,72.68,85.665,2039.171
2005-07-13 07:00:00,17.921,186.92,201.688,438.0,8.081,195.002,201.688,3.389,84.714,30.662,123.102,145.136,17.958,19.832,63.496,25.749,33.229,214.126,73.777,89.807,2174.277
2005-07-13 08:00:00,18.493,198.017,213.66,469.0,8.251,206.268,213.66,3.454,84.966,32.198,128.637,149.199,18.563,20.623,66.649,27.074,34.494,223.184,78.897,94.873,2290.16
2005-07-13 09:00:00,19.743,210.074,226.671,476.0,8.573,218.647,226.671,3.732,84.441,33.976,126.695,158.466,19.311,22.885,70.37,28.605,36.78,240.989,86.551,99.788,2398.968
2005-07-13 10:00:00,21.739,221.918,239.45,481.0,8.921,230.839,239.45,4.1,83.958,35.43,132.981,172.475,20.748,25.846,75.07,30.342,39.416,263.375,95.054,105.969,2528.081
2005-07-13 11:00:00,24.188,232.146,250.486,488.0,9.502,241.648,250.486,4.42,83.937,37.315,142.235,186.344,22.25,29.179,80.6,33.185,43.661,283.364,102.622,110.805,2656.373
2005-07-13 12:00:00,26.177,233.605,252.06,513.0,10.631,244.236,252.06,4.656,82.656,39.534,150.054,203.305,24.02,32.15,84.609,35.765,47.555,300.391,108.524,114.709,2759.697
2005-07-13 13:00:00,28.444,235.707,254.329,496.0,10.748,246.455,254.329,4.868,82.887,40.104,158.435,218.625,25.476,34.193,90.033,39.793,49.81,317.454,113.606,114.771,2816.0670000000005
2005-07-13 14:00:00,29.524,235.102,253.676,490.0,10.521,245.623,253.676,4.578,72.891,42.154,163.73,229.57,25.625,35.436,95.292,43.136,51.452,321.768,120.948,117.169,2841.871
2005-07-13 15:00:00,30.427,228.55,246.606,502.0,9.96,238.51,246.606,4.452,36.078,43.171,166.72,238.362,24.745,34.255,93.935,44.504,51.497,310.03,122.235,117.88,2790.5230000000006
2005-07-13 16:00:00,30.931,204.978,221.171,544.0,9.814,214.791,221.171,4.527,23.499,44.174,167.014,243.243,24.7,33.08,91.986,45.612,45.731,291.208,123.098,118.105,2702.833
2005-07-13 17:00:00,31.693,209.994,226.584,600.0,11.009,221.003,226.584,4.766,25.998,44.564,166.912,245.438,26.15,34.621,95.939,46.889,43.642,310.276,131.17,123.638,2826.87
2005-07-13 18:00:00,31.26,209.298,225.832,600.0,11.549,220.847,225.832,4.649,76.041,43.406,162.072,236.858,27.234,35.574,98.34,45.645,44.951,302.247,131.98,126.996,2860.611
2005-07-13 19:00:00,29.66,206.938,223.286,588.0,11.531,218.468,223.286,4.495,83.433,40.835,152.67,218.836,26.297,33.805,92.417,42.951,43.663,282.599,118.398,119.745,2761.313
2005-07-13 20:00:00,28.56,202.532,218.533,588.0,11.285,213.817,218.533,4.377,83.244,39.703,145.593,205.655,25.41,32.414,87.513,40.282,42.939,273.591,109.035,114.337,2685.353
2005-07-13 21:00:00,24.957,199.933,215.729,573.0,10.778,210.711,215.729,4.329,83.685,39.106,140.229,199.66,24.598,30.673,81.97,37.575,40.402,265.268,100.512,110.412,2609.2560000000003
2005-07-13 22:00:00,22.021,184.963,199.576,482.0,9.263,194.226,199.576,3.803,84.21,35.791,125.973,178.077,21.589,26.335,73.36,32.398,36.611,231.884,88.39,99.705,2329.751
2005-07-13 23:00:00,18.861,168.205,181.494,429.0,7.563,175.768,181.494,3.133,82.383,31.576,108.717,150.857,17.677,21.938,63.404,27.372,33.453,200.566,75.914,87.169,2066.544
2005-07-14 00:00:00,16.175,156.312,168.662,380.0,6.393,162.705,168.662,2.818,82.719,28.765,95.374,129.523,16.453,20.306,60.072,25.891,31.288,181.952,70.923,81.389,1886.382
2005-07-14 01:00:00,14.879,149.945,161.79,349.0,5.72,155.665,161.79,2.583,84.294,26.904,86.508,116.087,15.008,18.427,56.249,23.593,29.594,166.2,64.926,75.797,1764.959
2005-07-14 02:00:00,13.985,144.395,155.803,336.0,5.366,149.761,155.803,2.526,84.189,25.761,81.793,107.291,14.31,17.189,53.497,22.283,28.369,156.279,60.59,72.181,1687.3709999999996
2005-07-14 03:00:00,13.358,142.556,153.818,334.0,5.21,147.766,153.818,2.567,83.223,25.535,79.222,102.792,13.992,16.522,51.924,21.674,27.473,152.118,58.244,70.86,1656.6719999999998
2005-07-14 04:00:00,13.316,144.456,155.869,341.0,5.379,149.835,155.869,2.641,83.58,25.709,78.869,101.451,14.248,16.312,52.172,21.75,27.56,154.688,58.449,72.384,1675.5370000000005
2005-07-14 05:00:00,14.29,151.813,163.806,360.0,5.835,157.648,163.806,2.913,83.853,28.135,83.309,107.962,15.521,17.346,54.832,22.814,30.14,168.972,63.707,78.882,1775.5840000000003
